Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
K-BIO,Bioland Rinderhackfleisch,"€ 5,79","€ 6,49","1 kg = 14,48","1 kg = 14,48",zum Braten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_110.jpg,"cat_fleisch_wurst,sub_hackfleisch,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",,BLS-U020100,ref_000040,obs_0000011425|obs_0000013853|obs_0000005246|obs_0000010999|obs_0000007438|obs_0000007982|obs_0000029512|obs_0000014160|obs_0000005990|obs_0000015745|obs_0000008675|obs_0000008682|obs_0000009203|obs_0000015350,obs_0000033894|obs_0000009367|obs_0000011425|obs_0000034728,,
K-BIO,Bioland Speisequark,"€ 0,79",,"1 kg = 3,16","1 kg = 3,16",40 % Fett i. Tr.,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_163.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000041,obs_0000013107|obs_0000020497|obs_0000004694|obs_0000004267|obs_0000033978|obs_0000000224|obs_0000003840|obs_0000021316|obs_0000001866|obs_0000001867|obs_0000001868|obs_0000024945|obs_0000019874|obs_0000031203|obs_0000033780|obs_0000016381|obs_0000019968,obs_0000013107,,
K-BIO,Bioland Speisequark Magerstufe,"€ 0,79",,"1 kg = 3,16","1 kg = 3,16",Magerstufe,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_164.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000042,obs_0000013107|obs_0000001061|obs_0000004152|obs_0000002654|obs_0000026319|obs_0000001323|obs_0000003377|obs_0000005006|obs_0000004579|obs_0000020497|obs_0000004694|obs_0000004267|obs_0000033978|obs_0000000224|obs_0000003840|obs_0000021316|obs_0000001866|obs_0000001867|obs_0000001868|obs_0000024945|obs_0000019874|obs_0000031203|obs_0000033780|obs_0000016381|obs_0000019968,,,
LIVARNO,Blackout-Vorhangschals,"€ 14,99",,"pro Einheit = 2,00","pro Einheit = 2,00","Aus Polyester Weich fallender Stoff Blickdicht - ideal zum Abdunkeln Verhindert das Eindringen von Licht und Lärm Schützt im Winter vor Zug, im Sommer vor Hitze Mit Schlaufen für Gardinenstange oder -schiene Mit Kräuselband Extralange Ausführung Größe je ca. 135 x 254 cm",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_479.jpg,cat_non_food,,,ref_000043,,obs_0000023333|obs_0000018307,,
BLANCHET,Blanc de Blancs Ros oder Rouge de France,"€ 2,99",,"1 l = 3,99","1 l = 3,99","Frankreich, z. B. Blanc de Blancs: zartfruchtig, spritzig, frisch, passt zu Krustentieren, Fisch und Geflügel",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_319.jpg,cat_getraenke,,,ref_000044,obs_0000011586|obs_0000015082|obs_0000016115|obs_0000031085|obs_0000020509|obs_0000021328|obs_0000032866|obs_0000024932|obs_0000024954|obs_0000017927|obs_0000027290|obs_0000026271|obs_0000034222|obs_0000031806|obs_0000028286,obs_0000011586|obs_0000015082|obs_0000016115,,
K-CLASSIC,Blond Schokolade,"€ 1,19",,"1 kg = 11,90","1 kg = 11,90",Weiße Schokolade mit Karamell,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_267.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,BLS-S500000,ref_000045,obs_0000000091|obs_0000000138|obs_0000004278|obs_0000000230|obs_0000018698|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000016691|obs_0000004446|obs_0000008595|obs_0000008610|obs_0000006579|obs_0000022979|obs_0000004705|obs_0000025221|obs_0000008861|obs_0000015026|obs_0000004873|obs_0000021291|obs_0000011112|obs_0000009149|obs_0000019429|obs_0000027700|obs_0000013394|obs_0000015454|obs_0000031849|obs_0000017539|obs_0000025739|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000003326|obs_0000017857|obs_0000001524|obs_0000011765|obs_0000011783|obs_0000015893|obs_0000013879|obs_0000028232|obs_0000028244|obs_0000028249|obs_0000034408|obs_0000034411|obs_0000018155|obs_0000003851|obs_0000014104|obs_0000004019,,,
SWIFFER,Boden-Staubtücher Dance Edition,"€ 4,49",,"pro Einheit = 36,00","pro Einheit = 36,00",Für Swiffer-Bodenwischer,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_436.jpg,cat_drogerie,,,ref_000046,obs_0000012987,obs_0000012987,,
SWIFFER,Bodenreinigungstücher nass Dance Edition,"€ 4,49",,"pro Einheit = 24,00","pro Einheit = 24,00",Für Swiffer-Bodenwischer,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_435.jpg,cat_drogerie,,,ref_000047,obs_0000012999,obs_0000012999,,
DOVE,Bodylotion,"€ 2,99","€ 3,75","1 l = 7,48","1 l = 7,48","Hydro-Pflege, Intensive Pflege oder Verwöhnende Pflege",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_357.jpg,cat_drogerie,,,ref_000048,obs_0000033034|obs_0000033105|obs_0000034051|obs_0000035070|obs_0000034451,obs_0000033034|obs_0000033105,,
Keine Marke,Bolognese-Tasche,"€ 0,99",,"pro Einheit = 0,99","pro Einheit = 0,99",herzhaftes Weizengebäck mit einer Hackfleisch-Tomaten-Füllung,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_225.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000049,obs_0000009872|obs_0000009412,,,
COMPO,Booster für torffreie Erden,"€ 3,99","€ 7,99","1 l = 7,98","1 l = 7,98","Spezialdünger Für Zierpflanzen, Gemüse, Obst und Kräuter Optimale Nährstoffaufnahme Verbesserte Wasserspeicherung und -verteilung",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_480.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000050,,,,
K-CLASSIC,Brat- und Grilltaler,"€ 1,99","€ 2,49","1 kg = 7,11","1 kg = 7,11","Gouda, Paprika-Chili oder Tomate-Basilikum, 45,5 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_170.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000051,,,,
OSTERMEIER,Bratensülze,"€ 2,99","€ 3,89","1 kg = 8,55","1 kg = 8,55","vom Schweinebraten, traditionell handgelegt",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_119.jpg,cat_fleisch_wurst,,,ref_000052,,,,
K-CLASSIC,Bratwurst,"€ 4,44","€ 5,49","pro Einheit = 1,00","pro Einheit = 1,00",gebrüht,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_120.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000053,obs_0000006539|obs_0000006701|obs_0000007634|obs_0000026247|obs_0000006195|obs_0000034927|obs_0000034931|obs_0000008620|obs_0000031237|obs_0000031320|obs_0000000643|obs_0000002715|obs_0000021161|obs_0000002948|obs_0000007068|obs_0000015339|obs_0000009254|obs_0000029908|obs_0000021756|obs_0000007439|obs_0000034127|obs_0000013672|obs_0000009659|obs_0000005614|obs_0000034326|obs_0000034548|obs_0000030575|obs_0000020342|obs_0000014245|obs_0000016533|obs_0000010602|obs_0000024944|obs_0000023367|obs_0000033720|obs_0000019662|obs_0000015773|obs_0000019942|obs_0000028609|obs_0000022569|obs_0000030880|obs_0000030970,obs_0000014464|obs_0000006539|obs_0000006701|obs_0000013376|obs_0000007634|obs_0000026247,,
K-CLASSIC,Bratwurstschnecken,"€ 3,00","€ 3,58","1 kg = 8,34 - 10,00","1 kg = 8,34 - 10,00","gebrüht, auch als Geflügelbratwurst",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_124.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000054,,,,
WIESENHOF,Bruzzzler,"€ 3,49","€ 4,99","1 kg = 8,73","1 kg = 8,73","Geflügel-Bratwürste, versch. Sorten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_126.jpg,cat_fleisch_wurst,,,ref_000055,,,,
BOHEMIA,Bräter mit Deckel,"€ 9,99","€ 29,95","pro Einheit = 9,99","pro Einheit = 9,99","Aus Borosilikatglas Mit Deckel Für Mikrowelle, Backofen, Spülmaschine geeignet Volumen ca. 3,2 und 2,2 l Größe ca. B 35 x H 14 x T 20 cm je",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_419.jpg,"cat_non_food,tag_ultra_processed",,,ref_000056,,,,
ANHEUSER-BUSCH,Bud Lagerbier,"€ 15,49","€ 20,99","1 l = 2,16","1 l = 2,16",(+ 3.42 Pfand),Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_329.jpg,cat_getraenke,,,ref_000057,,,,
STAEDTLER,Buntstifte-Set Malbuch Noris colour,"€ 2,99","€ 4,65","pro Einheit = 12,00","pro Einheit = 12,00",Sonderedition 2026 Hergestellt aus PEFC-zertifiziertem Holz Klassische Sechskantform Rutschfeste Soft-Grip-Oberfläche Hohe Bruchfestigkeit Inkl. Malbuch »Fußball« (20 Seiten),Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_399.jpg,cat_non_food,,,ref_000058,obs_0000024773,,,
STAEDTLER,Buntstifte-Set 12-teilig Noris colour,"€ 1,99","€ 3,90","pro Einheit = 12,00","pro Einheit = 12,00",Hergestellt aus PEFC-zertifiziertem Holz Klassische Sechskantform Rutschfeste Soft-Grip-Oberfläche Hohe Bruchfestigkeit,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_398.jpg,cat_non_food,,,ref_000059,obs_0000034840,,,
STAEDTLER,Buntstifte-Set 36-teilig Noris colour,"€ 7,99","€ 13,95","pro Einheit = 36,00","pro Einheit = 36,00",Hergestellt aus PEFC-zertifiziertem Holz Klassische Sechskantform Rutschfeste Soft-Grip-Oberfläche Hohe Bruchfestigkeit,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_406.jpg,cat_non_food,,,ref_000060,,,,
MEGGLE,Butter,"€ 1,11","€ 2,59","1 kg = 4,44","1 kg = 4,44",Joghurt- oder Feine Butter,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_161.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",,NUTR-0011,ref_000061,obs_0000008456|obs_0000011042|obs_0000012797|obs_0000003591|obs_0000019493|obs_0000031786|obs_0000024620|obs_0000003636|obs_0000002620|obs_0000000107|obs_0000002676|obs_0000010409|obs_0000034970|obs_0000003267|obs_0000011467|obs_0000018644|obs_0000026359|obs_0000013125|obs_0000018772|obs_0000008556|obs_0000009075|obs_0000027517|obs_0000001425|obs_0000027049|obs_0000017835|obs_0000018391|obs_0000021984|obs_0000000997|obs_0000022502|obs_0000016977|obs_0000023640|obs_0000017501|obs_0000021127|obs_0000025744|obs_0000027848|obs_0000021731|obs_0000009961|obs_0000004847|obs_0000009500|obs_0000004420|obs_0000000325|obs_0000020308|obs_0000026493|obs_0000003993|obs_0000002325|obs_0000015797|obs_0000009684|obs_0000009205|obs_0000003593|obs_0000001554,obs_0000003591|obs_0000019493|obs_0000031786|obs_0000024620|obs_0000003636|obs_0000002620|obs_0000007771|obs_0000000107|obs_0000002676|obs_0000007329|obs_0000010409|obs_0000034970|obs_0000003267|obs_0000011467|obs_0000018644|obs_0000026359|obs_0000008456|obs_0000011042|obs_0000013125|obs_0000018772|obs_0000008556|obs_0000009075|obs_0000027517|obs_0000001425|obs_0000027049|obs_0000017835|obs_0000018391|obs_0000021984|obs_0000000997|obs_0000022502|obs_0000012797,,
JP CHENET,Cabernet-Syrah oder Chardonnay-Colombard,"€ 3,49","€ 4,49","1 l = 4,66","1 l = 4,66","Frankreich, z. B. Cabernet-Syrah: rund, süffig, Kirsch- und Paprikanoten, passt zu Wurst, Käse, Salaten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_315.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000062,obs_0000010910|obs_0000013545|obs_0000021890|obs_0000018693|obs_0000020741|obs_0000026501|obs_0000017557|obs_0000021560|obs_0000035022|obs_0000002164,obs_0000010910|obs_0000013545,,
Crivit,Camping-Klappstuhl,"€ 9,99","€ 9,99","pro Einheit = 9,99","pro Einheit = 9,99","Stabiles Gestell aus pulverbeschichtetem Stahl Sekundenschnell auf- und zuklappbar Sicherer Stand durch stabilisierende Füße Größe (aufgeklappt) ca. B/T 52 x H 81 cm Sitzhöhe ca. 42 cm Packmaß ca. B 52 x H 74 x T 4,5 cm Tragelast max. 110 kg 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_459.jpg,cat_non_food,,,ref_000063,obs_0000024124|obs_0000023703,,,x
XORO,Camping-Sat-Anlage MCA 38 HD Set,"€ 49,99","€ 99,00","pro Einheit = 49,99","pro Einheit = 49,99",Stahlspiegel ca. Ø 39 cm Single-LNB mit integriertem Sat-Finder Full-HD-DVB-S2-Receiver 10-m-Sat-Kabel mit 2 F-Steckern Montagekit für Mast- oder Wandmontage Saugfuß für Glasscheiben oder Autodach Inkl. Aufbewahrungskoffer,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_371.jpg,cat_non_food,,,ref_000064,,,,
SWITCH ON,Camping-Steckdosenleiste CEE,"€ 7,99",,"pro Einheit = 7,99","pro Einheit = 7,99","3 Steckdosen mit selbstschließenden Klappdeckeln Mit Ein/Aus-Schalter Spritzwassergeschützt (IP44) Für den Außenbereich geeignet Nur IPX4-Stecker einstecken Zuleitung ca. 1,5 m Ausgangsleistung max. 3.680 W",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_379.jpg,cat_non_food,,,ref_000065,obs_0000016411|obs_0000008561|obs_0000019913|obs_0000019032,,,
COUNTRYSIDE,Campingmatte selbstaufblasen,"€ 16,99","€ 19,99","pro Einheit = 16,99","pro Einheit = 16,99",Gute Isolation gegen Bodenkälte und -nässe Mit großem Ventil für schnellen Luftdurchlass Hoher Liegekomfort - ideal für Campingausflüge Anti-Rutsch-Silikonbeschichtung Mit Druckknöpfen zur Verbindung mehrerer Matten Zusammenrollbar (mit 2 elastischen Bändern) Größe ca. B 66 x H 5 x T 188 cm 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_477.jpg,"cat_non_food,diet_vegetarian",,,ref_000066,,,,
COUNTRYSIDE,Campingstuhl faltbar,"€ 6,66",,"pro Einheit = 6,66","pro Einheit = 6,66",Aus Stahl mit strapazierfähigem Bezug Höhenverstellbare Armlehnen Integrierter Getränkehalter Größe (aufgeklappt) ca. B 53 x H 91 x T 74 cm Sitzhöhe ca. 40 cm Packmaß ca. B/T 13 x H 90 cm Tragelast max. 110 kg 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_475.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000067,,,,
COUNTRYSIDE,Campingzelt für 2 Personen,"€ 19,99",,"pro Einheit = 19,99","pro Einheit = 19,99","Außen- und Innenzelt aus Polyester Polyester recycelt und GRS-zertifiziert Strapazierfähiges, wasserabweisendes Gewebe Mit Ventilationsöffnung und UV-Schutz (UPF 30) Bodenplane aus Polyethylen Wassersäule Zelt/Boden ca. 1.000/3.000 mm Aufroll- und fixierbarer Eingang Mit 2-Wege-Reißverschlüssen und Moskitonetz Innen mit Lampenhalter und Aufbewahrungsfächern Aufbau mit Fiberglas-Stecksystem Außenzelt ca. B 260 x H 106 x T 130 cm Innenzelt ca. B 210 x H 106 x T 130 cm Packmaß ca. Ø 13 x 57 cm (ca. 2,2 kg) Inkl. 11 Heringen, 4 Abspannleinen und Tasche 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_458.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000068,,,,
TALENTUS,Canvas-Leinwände je ca 20 x 20 cm,"€ 4,99",,"pro Einheit = 4,00","pro Einheit = 4,00",100 % Baumwolle Auf Holzrahmen gespannt Größe je ca. 20 x 20 cm,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_405.jpg,cat_non_food,,,ref_000069,,,,
K-CLASSIC,Cerealien,"€ 2,22","€ 2,79","1 kg = 2,96 - 4,44","1 kg = 2,96 - 4,44","Wonder Zimties, Cool Flakies, Honey & Nut Flakies, Flakes & Red Fruits, Flakes Mandel, Mr. Creamy Pockets oder Caramel Crisps",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_247.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000070,obs_0000010261|obs_0000014569|obs_0000002573|obs_0000021080|obs_0000010904|obs_0000019645|obs_0000013550|obs_0000019709|obs_0000028013|obs_0000021907|obs_0000026092|obs_0000020261|obs_0000028844|obs_0000019006|obs_0000019427|obs_0000007193|obs_0000011537|obs_0000005564|obs_0000011799|obs_0000011951|obs_0000015441|obs_0000009503|obs_0000009964,obs_0000010261|obs_0000014569|obs_0000002573|obs_0000021080|obs_0000010904|obs_0000019645|obs_0000013550|obs_0000019709|obs_0000028013|obs_0000021907|obs_0000026092|obs_0000020261,,
BREE,Chardonnay,"€ 2,79",,"1 l = 3,72","1 l = 3,72","fruchtige Aromen, elegant, voll, passt zu hellem Fleisch, Risotto und Gemüse",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_318.jpg,cat_getraenke,,,ref_000071,obs_0000021890|obs_0000018693|obs_0000020741|obs_0000026501|obs_0000017557|obs_0000021560|obs_0000035022|obs_0000002164|obs_0000019756|obs_0000003629|obs_0000003684|obs_0000024450|obs_0000033087|obs_0000024025|obs_0000015080|obs_0000010910|obs_0000030026|obs_0000013545|obs_0000011137|obs_0000016137|obs_0000012435|obs_0000014639|obs_0000015925|obs_0000029266|obs_0000007899|obs_0000013822|obs_0000011135,obs_0000021890|obs_0000018693|obs_0000020741|obs_0000026501|obs_0000017557|obs_0000021560|obs_0000035022|obs_0000002164,,
K-CLASSIC,Cheese- oder Chickenburger,"€ 1,99","€ 2,79","1 kg = 6,64","1 kg = 6,64","Frikadelle vom Rind, Schwein oder Hähnchen, mit Gouda im Sesambrötchen",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_622.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_ultra_processed",,,ref_000072,obs_0000013551|obs_0000014524,obs_0000013551|obs_0000014524,,
CHIO,Chips,"€ 0,99","€ 1,99","1 kg = 6,60","1 kg = 6,60","Kartoffelchips, versch. Sorten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_256.jpg,"cat_knabbern_naschen,diet_gluten_free,tag_ultra_processed",,,ref_000073,obs_0000014349|obs_0000035109|obs_0000034193|obs_0000002584|obs_0000003161|obs_0000023296|obs_0000014595|obs_0000011110|obs_0000033655|obs_0000031705|obs_0000008236|obs_0000002126|obs_0000010390|obs_0000015889|obs_0000010270|obs_0000000033|obs_0000021584|obs_0000034402|obs_0000032432|obs_0000003763|obs_0000028868|obs_0000026827|obs_0000008911|obs_0000022229|obs_0000001764|obs_0000028950|obs_0000020765|obs_0000033679|obs_0000001941|obs_0000034206|obs_0000013222|obs_0000015272|obs_0000026589|obs_0000010725|obs_0000001536|obs_0000007686|obs_0000018514|obs_0000025700|obs_0000028803|obs_0000028815|obs_0000014102|obs_0000011548|obs_0000035085|obs_0000011109|obs_0000030104|obs_0000033689|obs_0000022996|obs_0000002551|obs_0000007684|obs_0000007688,obs_0000014349|obs_0000002584|obs_0000035109|obs_0000003161|obs_0000023296|obs_0000014595|obs_0000011110|obs_0000033655|obs_0000034193|obs_0000031705,,
K-CLASSIC,Choco Flakies Vollmilch,"€ 2,29",,"1 kg = 9,16","1 kg = 9,16",mit Vollmilchschokolade,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_270.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegetarian,sub_milchprodukte,tag_ultra_processed,tag_whole_food",,,ref_000074,obs_0000012408|obs_0000011118|obs_0000001050|obs_0000031903|obs_0000013552,,,
K-CLASSIC,Choco Flakies Weiß,"€ 2,29",,"1 kg = 9,16","1 kg = 9,16",mit weißer Schokolade,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_272.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed",,,ref_000075,obs_0000012408|obs_0000011118|obs_0000013552,,,
