Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market
Apfelsaft,REWE Bio,"€ 1,59",,Kein Mengenpreis,"naturtrüb, aus 100% Direktsaft, je 1-l-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_139.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",immenstaad
Bio Aubergine,Keine Marke,"€ 1,19",,Kein Mengenpreis,"Kl. II, je St",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_023.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",immenstaad
Cherry Romatomaten,Keine Marke,"€ 2,49",,"1 kg = 4,98","Kl. I, je 500-g-Eimer",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_025.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",immenstaad
Broccoli,Keine Marke,"€ 1,00",,"1 kg = 2,00","Kl. I, je 500-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_026.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",immenstaad
Landbauern Hähnchen Pollofino Frische Hähnchen-Oberschenkel,Keine Marke,"€ 0,99",,Kein Mengenpreis,"ohne Knochen, mit Haut, Haltungsform 3, je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_033.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad
Schweine-Filet,Keine Marke,"€ 0,88",,Kein Mengenpreis,je 100 g,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_034.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,sub_schwein,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad
Krustenschinken,Keine Marke,"€ 1,79",,Kein Mengenpreis,je 100 g,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_035.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad
Bedford Rindersaftschinken,Keine Marke,"€ 2,99",,Kein Mengenpreis,je 100 g,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_036.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,sub_schwein,sub_wurst,tag_proteinreich,tag_ultra_processed,tag_whole_food",immenstaad
Kalbs-Steaks,Keine Marke,"€ 3,69",,Kein Mengenpreis,"aus dem Rücken, je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_037.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food",immenstaad
Duroc Schweine-Kotelett,Keine Marke,"€ 1,99",,Kein Mengenpreis,je 100 g,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_038.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_whole_food",immenstaad
Bio Rispentomaten,Keine Marke,"€ 1,79",,"1 kg = 3,58","Kl. II, je 500-g-Schale",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_021.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",immenstaad
Schweine-Filet-Medaillons,Keine Marke,"€ 0,99",,Kein Mengenpreis,"am Spieß, je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_039.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,tag_proteinreich,tag_whole_food",immenstaad
Gelbfleischige Nektarinen,Keine Marke,"€ 3,99",,Kein Mengenpreis,"Kl. I, je 1 kg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_018.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",immenstaad
Rote Tafeläpfel,Keine Marke,"€ 1,79",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1-kg-Schale",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_014.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",immenstaad
Snack Möhren,Keine Marke,"€ 0,99",,"1 kg = 3,96","Kl. I, je 250-g-Btl",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_017.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",immenstaad
Physalis,Keine Marke,"€ 1,11",,"1 kg = 11,10","KL. I, je 100-g-Schale",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_019.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",immenstaad
Landbauern Rind Entrec te,Keine Marke,"€ 2,99",,Kein Mengenpreis,"am Stück oder in Scheiben, Haltungsform 3, je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_040.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad
Landbauern Schwein Pfälzer Leberwurst,Keine Marke,"€ 0,99",,Kein Mengenpreis,je 100 g,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_042.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,sub_wurst,tag_ultra_processed",immenstaad
Gulasch gemischt,Keine Marke,"€ 5,99",,"1 kg = 11,98","vom Rind und Schwein, je 500-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_065.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,sub_schwein,tag_ultra_processed,tag_whole_food",immenstaad
Ananas ganz,Keine Marke,"€ 2,79",,"1 kg = 6,98","geschält, je 400-g-Becher",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_077.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",immenstaad
Schweine-Filet,Keine Marke,"€ 1,11",,Kein Mengenpreis,"gefüllt mit Frischkäse, je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_041.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,sub_schwein,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad
Grobe Bratwurst,Keine Marke,"€ 2,22",,"1 kg = 8,88","vom Schwein, je 250-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_063.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad
Schweine-Minutenbauch scheiben,Keine Marke,"€ 4,49",,"1 kg = 8,98","ohne Knochen, je 500-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_060.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_ultra_processed,tag_whole_food",immenstaad
Eiskellerkäse,Keine Marke,"€ 2,19",,Kein Mengenpreis,"Schweizer Schnittkäse, mind. 49% Fett i.Tr., je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_043.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",immenstaad
Bauernbratwurst,Keine Marke,"€ 1,59",,Kein Mengenpreis,je 100 g,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_044.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad
Landbauern Schwein Bockwurst,Keine Marke,"€ 0,99",,Kein Mengenpreis,je 100 g,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_045.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_schwein,sub_wurst,tag_high_protein,tag_ultra_processed,tag_whole_food",immenstaad
Appenzeller Extra-würzig,Keine Marke,"€ 2,99",,Kein Mengenpreis,"Schweizer Hartkäse, mind. 48% Fett i.Tr., je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_046.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",immenstaad
Frisches Hähnchen-Brustfilet,Keine Marke,"€ 11,10",,Kein Mengenpreis,"Teilstück, SB-verpackt, je 1 kg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_061.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad
Bresse Bleu,Keine Marke,"€ 2,79",,Kein Mengenpreis,"frz. Weichkäse, 71% Fett i.Tr., je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_047.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",immenstaad
Wilhelm Brandenburg Fleischwurst,Keine Marke,"€ 0,99",,Kein Mengenpreis,"versch. Sorten, je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_058.jpg,"cat_molkerei_kaese,diet_lactose_free,sub_wurst,tag_ultra_processed",immenstaad
Delikatess Leberwurst mit Kalbfleisch,Keine Marke,"€ 0,99",,Kein Mengenpreis,je 100 g,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/immenstaad_offer_059.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_wurst,tag_ultra_processed",immenstaad
Lichtenauer Fresh n Fruity Fresh n Juicy oder Fresh n Fruitea,Keine Marke,"€ 0,89",,"1 l = 0,59","versch. Sorten, je 1,5-l-Fl, zzgl. 0,25 Pfand",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_162.jpg,"cat_getraenke,tag_ultra_processed",neubrandenburg
Hasseröder Premium Pils,Keine Marke,"€ 8,99",,"1 l = 0,90","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_169.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegetarian",neubrandenburg
Glashäger Mineralwasser,Keine Marke,"€ 4,25",,"1 l = 0,47","versch. Sorten, je 6 x 1,5-l-Fl.-Pckg, zzgl. 1,50 Pfand",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_165.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",neubrandenburg
Frühstücks-Direktsaft,REWE Bio,"€ 1,79",,Kein Mengenpreis,je 1-l-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_167.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg
Ottos Auslese Bio Sauerkraut oder Bio Rotkohl,Keine Marke,"€ 1,19",,"1 kg = 3,55","je 350/370-ml-Glas, 335-g-Abtropfgew.",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_122.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",neubrandenburg
Sonnenmais,REWE Bio,"€ 0,69",,"1 kg = 4,93","je 150-g-Dose, 140-g-Abtropfgew.",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_131.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg
Staropramen Lager,Keine Marke,"€ 15,99",,"1 l = 1,60","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_172.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg
Budweiser Premium Czech Lager,Keine Marke,"€ 13,99",,"1 l = 1,40","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_171.jpg,"cat_getraenke,diet_gluten_free,diet_vegetarian",neubrandenburg
Köstritzer Schwarzbier,Keine Marke,"€ 13,99",,"1 l = 1,40","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_176.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Mein Bio Wein,Keine Marke,"€ 3,79",,"1 l = 5,05","versch. Sorten, je 0,75-l-Fl",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_182.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",neubrandenburg
Schulte Salamitaler,Keine Marke,"€ 1,99",,Kein Mengenpreis,"mit Kräutern oder Pfeffer, je 100 g",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_035.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_wurst,tag_ultra_processed,tag_whole_food",neubrandenburg
Gläserne Bio-Molkerei Bio-Joghurt,Keine Marke,"€ 0,75",,"1 kg = 5,00","versch. Sorten, je 150-g-Becher",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_052.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_whole_food",neubrandenburg
Bio Romana Salatherzen,Keine Marke,"€ 1,49",,Kein Mengenpreis,"Kl. II, je 2-St.-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_019.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,sub_salate,tag_whole_food",neubrandenburg
Essreife Avocado,Keine Marke,"€ 1,99",,Kein Mengenpreis,"»Hass«, Kl. I, je St",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_020.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",neubrandenburg
Erdbeeren,Keine Marke,"€ 3,49",,"1 kg = 8,73","»Calinda«, Kl. I, je 400-g-Schale",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_021.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",neubrandenburg
Bio Salatgurke,Keine Marke,"€ 1,19",,Kein Mengenpreis,"Kl. II, je St",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_022.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,sub_salate,tag_whole_food",neubrandenburg
Roggenbrötchen,REWE Bio,"€ 1,79",,"1 kg = 4,26","tiefgefroren, 6 Stück, je 420-g-Btl",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_095.jpg,"cat_tiefkuehl,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Dinkel Roggenbrot,Keine Marke,"€ 1,99",,"1 kg = 3,98",je 500-g-St,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_105.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Schweine-Schälrippchen,Keine Marke,"€ 6,99",,Kein Mengenpreis,"SB-verpackt, je 1 kg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_059.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_schwein,tag_ultra_processed,tag_whole_food",neubrandenburg
Bierschinken,REWE Bio,"€ 1,49",,"1 kg = 18,63",je 80-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_060.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",neubrandenburg
Frische Hähnchen-Minutenschnitzel,Keine Marke,"€ 4,99",,"1 kg = 12,48",je 400-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_064.jpg,"cat_molkerei_kaese,sub_gefluegel,tag_proteinreich,tag_whole_food",neubrandenburg
Einfach Bio Frisches Puten-Schnitzel,Keine Marke,"€ 24,99",,Kein Mengenpreis,"aus der Brust, SB-verpackt, je 1 kg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_065.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_high_protein,tag_whole_food",neubrandenburg
Deutsche See Sprotten,Keine Marke,"€ 2,39",,"1 kg = 18,38","heißgeräuchert, je 130-g-Schale",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_066.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",neubrandenburg
Irischer Tafelspitz,Keine Marke,"€ 22,20",,Kein Mengenpreis,"vom Rind, mind. 15 Tage gereift, SB-verpackt, je 1 kg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_067.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",neubrandenburg
Wolf Orig Thüringer Rostbratwurst,Keine Marke,"€ 3,99",,"1 kg = 8,87","roh, je 450-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_069.jpg,"cat_molkerei_kaese,sub_wurst,tag_ultra_processed",neubrandenburg
Nature Respect Frische Freiland- Hähnchen-Schenkel,Keine Marke,"€ 9,90",,Kein Mengenpreis,"natur, SB-verpackt, je 1 kg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_070.jpg,"cat_molkerei_kaese,diet_lactose_free,sub_gefluegel,tag_proteinreich",neubrandenburg
Dürrröhrsdorfer Partyknacker,Keine Marke,"€ 3,99",,"1 kg = 15,96",je 250-g-Pckg,Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_071.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Wiener Würstchen,REWE Bio,"€ 2,79",,"1 kg = 13,95","Spitzenqualität, je 200-g-Pckg",Nein,2026-03-09 bis 2026-03-15,2026-03-09,2026-03-15,images_rewe/neubrandenburg_offer_073.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",neubrandenburg
