Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Keine Marke,Blühpflanzen,"€ 1,99",,"pro Einheit = 1,99","z. B. Gerbera, Kalanchoe oder Nelke, versch. Farben, ohne Übertopf, Topf Ø 9 - 10,5 cm, ab 1,79€",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_054.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000046,obs_0000010567|obs_0000010966|obs_0000014169|obs_0000014267|obs_0000014078,obs_0000010567|obs_0000010966|obs_0000014169|obs_0000014267|obs_0000014078
K-CLASSIC,Blüten- oder Waldhonig,"€ 2,29","€ 2,69","1 kg = 4,58",flüssig,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_209.jpg,"cat_grundnahrung,diet_lactose_free,tag_ultra_processed",,,ref_000047,,
PARKSIDE,Bohr- und Meißelhammer PBH 1050 D4,"€ 39,99","€ 49,99","pro Einheit = 39,99","Pneumatisches Hammerwerk mit hoher Schlagkraft Einstellung des Meißels stufenlos Einstellrad für Drehzahlbegrenzung Leerlaufdrehzahl 0 - 1.100 min-1 Schlagzahl 0 - 5.300 min-1 Schlagkraft 3 J Schnellspannbohrfutter mit SDS-Plus-System Bohrer-Ø Beton/Metall/Holz 26/13/32 mm Rutschhemmende Softgrip-Ausstattung Frontgriff um 360° drehbar Mit Spannungsanzeigenleuchte Kabel ca. 4 m Bemessungsaufnahme 1.050 W Inkl. Koffer, 2 Meißel und 3 SDS-Bohrer 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_335.jpg,cat_non_food,,,ref_000048,obs_0000023442|obs_0000009502|obs_0000009963,obs_0000009502|obs_0000009963
JIM BEAM,Bourbon Whiskey Cola,"€ 1,99","€ 2,69","1 l = 6,03","Mixgetränk mit Jim Beam Bourbon Whiskey, 10 Vol. %, koffeinhaltig, versch. Sorten (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_253.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000049,obs_0000015061|obs_0000028947|obs_0000028901|obs_0000001467|obs_0000010296|obs_0000015065|obs_0000001881|obs_0000002975|obs_0000018412|obs_0000026646|obs_0000034850|obs_0000028226|obs_0000008772|obs_0000004177|obs_0000004604|obs_0000013978|obs_0000031900|obs_0000021663|obs_0000027814|obs_0000026287|obs_0000026323|obs_0000008405|obs_0000017639|obs_0000000810|obs_0000016686|obs_0000009023|obs_0000022338|obs_0000027972|obs_0000026438|obs_0000008921|obs_0000017246|obs_0000020844|obs_0000016754|obs_0000028026|obs_0000027015|obs_0000009119|obs_0000027037|obs_0000019364|obs_0000005031|obs_0000000445|obs_0000018375|obs_0000003042|obs_0000001014,obs_0000015061|obs_0000028947
TEFAL,Bratpfanne XL Force ca 20 cm,"€ 9,99","€ 26,99","pro Einheit = 9,99","Aus Aluminium Mit Titanium-2X-Antihaft-Versiegelung Thermokunststoff-Griff Für alle Herdarten außer Induktion Backofengeeignet bis 175 °C Spülmaschinengeeignet Größe ca. Ø 20 x 7,5 cm",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_379.jpg,cat_non_food,,,ref_000050,obs_0000011705|obs_0000033120,
TEFAL,Bratpfanne XL Force ca 24 cm,"€ 12,99","€ 26,99","pro Einheit = 12,99","Aus Aluminium Mit Titanium-2X-Antihaft-Versiegelung Thermokunststoff-Griff Für alle Herdarten außer Induktion Backofengeeignet bis 175 °C Spülmaschinengeeignet Größe ca. Ø 24 x 7,5 cm",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_402.jpg,cat_non_food,,,ref_000051,obs_0000012556|obs_0000011706|obs_0000010259|obs_0000016633|obs_0000015165,
TEFAL,Bratpfanne XL Force ca 28 cm,"€ 14,99","€ 31,99","pro Einheit = 14,99","Aus Aluminium Mit Titanium-2X-Antihaft-Versiegelung Thermokunststoff-Griff Für alle Herdarten außer Induktion Backofengeeignet bis 175 °C Spülmaschinengeeignet Größe ca. Ø 28 x 7,5 cm",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_378.jpg,cat_non_food,,,ref_000052,obs_0000012534|obs_0000011702|obs_0000015171,
TEFAL,Bratpfanne XL Force ca 32 cm,"€ 16,99","€ 40,99","pro Einheit = 16,99","Aus Aluminium Mit Titanium-2X-Antihaft-Versiegelung Thermokunststoff-Griff Für alle Herdarten außer Induktion Backofengeeignet bis 175 °C Spülmaschinengeeignet Größe ca. Ø 32 x 7,5 cm",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_404.jpg,cat_non_food,,,ref_000053,obs_0000011709,
K-CLASSIC,Bratwurst,"€ 2,69","€ 3,49","1 kg = 5,38","gebrüht, in einer essbaren Hülle aus Rinderkollagen",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_097.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000054,obs_0000006539|obs_0000006701|obs_0000007634|obs_0000026247|obs_0000006195|obs_0000034927|obs_0000034931|obs_0000008620|obs_0000031237|obs_0000031320|obs_0000000643|obs_0000002715|obs_0000021161|obs_0000002948|obs_0000007068|obs_0000015339|obs_0000009254|obs_0000029908|obs_0000021756|obs_0000007439|obs_0000034127|obs_0000013672|obs_0000009659|obs_0000005614|obs_0000034326|obs_0000034548|obs_0000030575|obs_0000020342|obs_0000014245|obs_0000016533|obs_0000010602|obs_0000024944|obs_0000023367|obs_0000033720|obs_0000019662|obs_0000015773|obs_0000019942|obs_0000028609|obs_0000022569|obs_0000030880|obs_0000030970,obs_0000014464|obs_0000006539|obs_0000006701|obs_0000013376|obs_0000007634|obs_0000026247
SÖHNLEIN,Brillant Sekt,"€ 2,59",,"1 l = 3,46",trocken oder halbtrocken,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_264.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000055,obs_0000012436|obs_0000010391|obs_0000013122|obs_0000024889|obs_0000011802|obs_0000017436|obs_0000018465|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000031833|obs_0000019561|obs_0000018037|obs_0000028281|obs_0000000122|obs_0000012437|obs_0000010911|obs_0000026289|obs_0000023255|obs_0000006365|obs_0000027358|obs_0000018687|obs_0000016680|obs_0000015666|obs_0000014644|obs_0000026425|obs_0000005440|obs_0000011590|obs_0000015699|obs_0000027487|obs_0000008047|obs_0000012694|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048|obs_0000031401|obs_0000032133,obs_0000012436|obs_0000010391|obs_0000013122
MAGGI,Brühe,"€ 1,59","€ 1,99","1 l = 0,23 - 0,40","Gemüse-, Hühner- oder Rinderbrühe, ergibt 4 - 7 Liter",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_200.jpg,"cat_grundnahrung,tag_ultra_processed",,BLS-X8A1000,ref_000056,obs_0000014561|obs_0000031783|obs_0000028449|obs_0000021165|obs_0000021704|obs_0000020346|obs_0000000894|obs_0000030015|obs_0000030022|obs_0000030660|obs_0000030663|obs_0000010699|obs_0000001497,obs_0000014561
KAUFLAND KOLLEKTION,Bucket Hat,"€ 2,99",,"pro Einheit = 2,99",Aus Baumwolle Versch. Farben und Motive Einheitsgröße,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_491.jpg,cat_non_food,,,ref_000057,obs_0000011284,
BUDWEISER,Budvar,"€ 12,99",,"1 l = 1,30",orig. tschech. Lagerbier (+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_272.jpg,"cat_getraenke,diet_vegetarian",,,ref_000058,obs_0000010912|obs_0000034684|obs_0000005466|obs_0000031559|obs_0000006570|obs_0000005834|obs_0000007099,obs_0000010912
PARKSIDE,Buntlack,"€ 2,99",,"1 l = 7,48","2 in 1: Lack und Grundierung Schnelltrocknend Kratz-, stoß- und schlagfest Wetterbeständig Für innen und außen",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_311.jpg,cat_non_food,,,ref_000059,obs_0000023076|obs_0000000553,obs_0000023076
K-GOLD EDITION,Burrata di Andria g g A,"€ 1,69","€ 2,19","1 kg = 13,52","milchig-frisch im Geschmack, mind. 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_137.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000060,obs_0000019558|obs_0000031483|obs_0000031484|obs_0000000530|obs_0000004135|obs_0000023180|obs_0000000144|obs_0000011029|obs_0000008005|obs_0000004989|obs_0000000420|obs_0000015803|obs_0000004562|obs_0000003048,
Keine Marke,Buttercroissant,"€ 0,39",,"pro Einheit = 0,39",fein-blättrig,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_188.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_butter_margarine,tag_ultra_processed,tag_whole_food",,BLS-D771600,ref_000061,obs_0000010277|obs_0000013126|obs_0000027288|obs_0000012842|obs_0000028113|obs_0000022200|obs_0000015419|obs_0000018044|obs_0000007124,obs_0000010277|obs_0000013126|obs_0000027288|obs_0000012842|obs_0000028113|obs_0000022200|obs_0000015419|obs_0000018044
LANGEWIESCHE,Butterschinken,"€ 1,19",,"pro Einheit = 1,19",ofengebacken,Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_540.jpg,"cat_fleisch_wurst,sub_butter_margarine,sub_schwein,sub_wurst,tag_ultra_processed",,BLS-W271000,ref_000062,obs_0000015777|obs_0000028292|obs_0000009606|obs_0000013127|obs_0000010057|obs_0000015647|obs_0000032578,obs_0000015777|obs_0000032578|obs_0000028292|obs_0000009606|obs_0000013127|obs_0000010057|obs_0000015647
REINERT,Bärchen-Wurstspezialität,"€ 1,49",,"1 kg = 8,28 - 16,56",versch. Sorten,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_104.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000063,obs_0000015681|obs_0000011860,obs_0000015681|obs_0000011860|obs_0000010453
ÖMÜR,Böreklik,"€ 5,49",,"1 kg = 6,87","aus Magermilch und Pflanzenfett, halal, 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_138.jpg,"cat_molkerei_kaese,diet_vegetarian",,,ref_000064,obs_0000008289|obs_0000009927|obs_0000013131|obs_0000011886|obs_0000016110|obs_0000009462,obs_0000008289|obs_0000009927|obs_0000013131|obs_0000011886|obs_0000016110|obs_0000009462
DAN CAKE,Cake Bites,"€ 2,49","€ 2,99","1 kg = 11,86","gefülltes Kuchenkonfekt, Baileys oder Lemon",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_199.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000065,,
ROBERTO GEISSINI,Cap,"€ 9,99",,"pro Einheit = 9,99",Aus Baumwolle Einheitsgröße,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_442.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000066,obs_0000009071|obs_0000011284,obs_0000009071
NESTL,Cerealien-Riegel,"€ 1,11","€ 1,59","1 kg = 11,10","Cini Minis, Lion oder Nesquik",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_216.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000067,obs_0000011951|obs_0000019427|obs_0000010904|obs_0000019645|obs_0000013550|obs_0000028013|obs_0000026092|obs_0000011786|obs_0000002573|obs_0000010261|obs_0000013851|obs_0000016928|obs_0000033364|obs_0000021080|obs_0000015457|obs_0000010357|obs_0000017107|obs_0000014569|obs_0000019709|obs_0000014601|obs_0000030996|obs_0000025377|obs_0000020261|obs_0000022867|obs_0000012676|obs_0000021907|obs_0000016822|obs_0000019932,obs_0000011951|obs_0000019427
Keine Marke,Chicken-Nuggets XXL,"€ 4,99",,"pro Einheit = 4,99",im Backteigmantel,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_092.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food",,,ref_000068,obs_0000014459|obs_0000016942|obs_0000014916|obs_0000002753|obs_0000013137|obs_0000009447|obs_0000019764|obs_0000015749|obs_0000017874|obs_0000003555|obs_0000009912|obs_0000032589|obs_0000028498|obs_0000026469|obs_0000028611|obs_0000012280|obs_0000026980|obs_0000029176|obs_0000000509|obs_0000025151|obs_0000021057|obs_0000013038|obs_0000021236|obs_0000027865|obs_0000011493|obs_0000034184|obs_0000021927|obs_0000022059|obs_0000020238|obs_0000020417|obs_0000004259|obs_0000008364|obs_0000000219|obs_0000008511|obs_0000012757|obs_0000029165|obs_0000004686|obs_0000010992|obs_0000025608|obs_0000009626|obs_0000007602|obs_0000020015|obs_0000018026|obs_0000003832|obs_0000034807|obs_0000012763|obs_0000023578|obs_0000013967,obs_0000014459|obs_0000016942|obs_0000014916|obs_0000002753|obs_0000013137|obs_0000009447|obs_0000019764|obs_0000015749|obs_0000017874|obs_0000003555|obs_0000009912|obs_0000032589|obs_0000028498|obs_0000026469|obs_0000028611
LAY S,Chips,"€ 1,11","€ 1,99","1 kg = 7,40 - 10,10","Kartoffelchips Classic, versch. Sorten, oder MAX Roasted Onion & Sour Cream",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_010.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000069,obs_0000023296|obs_0000014595|obs_0000014349|obs_0000002584|obs_0000035109|obs_0000003161|obs_0000011110|obs_0000033655|obs_0000034193|obs_0000031705|obs_0000015889|obs_0000010270|obs_0000000033|obs_0000008236|obs_0000002126|obs_0000021584|obs_0000034402|obs_0000010390|obs_0000032432|obs_0000003763|obs_0000028868|obs_0000026827|obs_0000008911|obs_0000022229|obs_0000001764|obs_0000028950|obs_0000020765|obs_0000033679|obs_0000001941|obs_0000034206|obs_0000013222|obs_0000015272|obs_0000026589|obs_0000010725|obs_0000001536|obs_0000007686|obs_0000018514|obs_0000025700|obs_0000028803|obs_0000028815|obs_0000014102|obs_0000011548|obs_0000035085|obs_0000011109|obs_0000030104|obs_0000033689|obs_0000022996|obs_0000002551|obs_0000007684|obs_0000007688,obs_0000014349|obs_0000002584|obs_0000035109|obs_0000003161|obs_0000032432|obs_0000023296|obs_0000014595|obs_0000011110|obs_0000033655|obs_0000034193|obs_0000031705
KABA,Choco,"€ 2,22",,"1 kg = 5,55",Getränkepulver mit Kakao und Traubenzucker,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_224.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000070,obs_0000012408|obs_0000013552|obs_0000011118|obs_0000003097|obs_0000004122|obs_0000004131|obs_0000004663|obs_0000002687|obs_0000004236|obs_0000002191|obs_0000004755|obs_0000001699|obs_0000003244|obs_0000003247|obs_0000003798|obs_0000033498|obs_0000004328|obs_0000000265|obs_0000002862|obs_0000003901|obs_0000002377|obs_0000008018|obs_0000010066|obs_0000025427|obs_0000004976|obs_0000004985|obs_0000027538|obs_0000000411|obs_0000000417|obs_0000008626|obs_0000022974|obs_0000004549|obs_0000022982|obs_0000003019|obs_0000004558|obs_0000014291|obs_0000003031|obs_0000005090|obs_0000004632|obs_0000032315|obs_0000001099|obs_0000004205|obs_0000000630|obs_0000026766|obs_0000001251|obs_0000017152|obs_0000016174|obs_0000012636|obs_0000032124|obs_0000032157,obs_0000012408|obs_0000013552|obs_0000011118
Keine Marke,Chrysantheme in Manschette,"€ 5,55",,"pro Einheit = 5,55","versch. Farben, Topf Ø 14 cm",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_061.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000071,obs_0000012640|obs_0000003079|obs_0000027797|obs_0000027625,obs_0000012640
MORE,Chunky Flavour,"€ 6,99","€ 9,95","1 kg = 77,67","veganes Geschmackspulver, versch. Sorten, verfeinert z. B. Desserts, Drinks oder Pudding",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_301.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000072,obs_0000011371|obs_0000008079|obs_0000029253,obs_0000011371
Keine Marke,Costa-rican Ananas lose,"€ 3,33","€ 3,99","pro Einheit = 3,33","»Extra Sweet«, Kl. I",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_048.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000073,obs_0000013139|obs_0000013562|obs_0000001306|obs_0000013140|obs_0000028967|obs_0000014138|obs_0000005512|obs_0000027077|obs_0000007137,
AMARULA,Cream Marula Fruit,"€ 9,99",,"1 l = 14,28","Likör aus Südafrika, hergestellt aus der Frucht des Marula-Baumes und Sahne, 17 Vol. %",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_249.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000074,obs_0000026046|obs_0000015057|obs_0000019446|obs_0000017462,obs_0000026046|obs_0000015057
LANGNESE,Cremissimo,"€ 1,49",,"1 l = 1,66 - 1,81","Premium-Eis, versch. Sorten",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_151.jpg,"cat_tiefkuehl,sub_fleischersatz,sub_tk_eis,sub_tk_fertiggerichte,tag_high_protein,tag_ultra_processed",,,ref_000075,obs_0000015671|obs_0000011775|obs_0000025236|obs_0000022962|obs_0000028864|obs_0000026448|obs_0000034092|obs_0000005767|obs_0000030507|obs_0000029160|obs_0000032629|obs_0000030327|obs_0000032641|obs_0000029167,obs_0000005767|obs_0000025236|obs_0000022962|obs_0000015671|obs_0000011775
Keine Marke,Crunchy Chicken Patties XXL,"€ 4,99",,"1 kg = 9,98","knusprige Hähnchen-Patties American Style, Classic oder Hot",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_094.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,tag_ultra_processed,tag_whole_food",,,ref_000076,obs_0000011429|obs_0000012763|obs_0000023578|obs_0000015445|obs_0000013967,obs_0000011429
TEFAL,Cr pepfanne XL Force,"€ 14,99","€ 33,99","pro Einheit = 14,99","Aus Aluminium Mit Titanium-2X-Antihaft-Versiegelung Thermokunststoff-Griff Für alle Herdarten außer Induktion Backofengeeignet bis 175 °C Spülmaschinengeeignet Größe ca. Ø 25 x 5,5 cm",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_364.jpg,"cat_non_food,diet_vegan",,,ref_000077,,
NISSIN,Cup Noodles,"€ 0,99","€ 1,19","1 kg = 14,78 - 15,72","Instant-Nudelsuppe, versch. Sorten",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_545.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000078,obs_0000014999|obs_0000034509|obs_0000022973,obs_0000014999
ROBERTO GEISSINI,Damen-Nicki-Anzug,"€ 19,99",,"pro Einheit = 19,99",Aus Polyester und Elastan Größen S - XL,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_416.jpg,cat_non_food,,,ref_000079,obs_0000016536|obs_0000027113|obs_0000017038|obs_0000023507|obs_0000011717|obs_0000018178|obs_0000022282|obs_0000026427,
ROBERTO GEISSINI,Damen-Pyjama,"€ 19,99",,"pro Einheit = 19,99",Aus Polyester und Elastan Größen S - XL,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_474.jpg,cat_non_food,,,ref_000080,obs_0000025229|obs_0000002795|obs_0000025426|obs_0000011299|obs_0000015610|obs_0000013578|obs_0000015703|obs_0000011716|obs_0000014181|obs_0000022550|obs_0000016536|obs_0000017038|obs_0000002811|obs_0000033628|obs_0000017876|obs_0000026137|obs_0000016327|obs_0000020542|obs_0000022656|obs_0000025117|obs_0000000757|obs_0000000761|obs_0000000843|obs_0000021361|obs_0000000941|obs_0000001121|obs_0000001410|obs_0000001582|obs_0000001626|obs_0000022648,obs_0000025229|obs_0000002795|obs_0000025426|obs_0000011299|obs_0000015610|obs_0000013578|obs_0000015703|obs_0000011716|obs_0000014181
KAUFLAND KOLLEKTION,Damen-Sweathoodie,"€ 12,99",,"pro Einheit = 12,99",Aus Baumwolle und Polyester Größen S - XL,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_468.jpg,cat_non_food,,,ref_000081,obs_0000014413|obs_0000013015|obs_0000015207|obs_0000025624|obs_0000015614|obs_0000021952|obs_0000018425|obs_0000011718|obs_0000023574,obs_0000014413|obs_0000013015|obs_0000015207|obs_0000025624|obs_0000015614|obs_0000023874|obs_0000021952|obs_0000024296|obs_0000018425
