Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Kokosmilch,REWE Bio,"€ 1,49",,"1 kg = 3,73","1 kg = 3,73","mit rotem oder gelbem Curry, je 400-g-Dose",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_176.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000035,obs_0000010676|obs_0000034508|obs_0000022885|obs_0000000623|obs_0000029316|obs_0000030927|obs_0000007955|obs_0000012195|obs_0000013306,obs_0000029316|obs_0000010676|obs_0000030927,,
Mehrkornbrötchen,REWE Bio,"€ 2,19",,"1 kg = 7,30","1 kg = 7,30","4 Stück, zum Fertigbacken, je 300-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_157.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,BLS-B591000,ref_000036,obs_0000006952|obs_0000034153|obs_0000029036,obs_0000006952|obs_0000029036,,
Buttertoast,Harry,"€ 1,49",,"1 kg = 2,98","1 kg = 2,98",je 500-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_156.jpg,"cat_grundnahrung,diet_vegetarian,sub_butter_margarine,sub_milchprodukte,tag_ultra_processed",bamberg,,,ref_000037,obs_0000026629|obs_0000014125,obs_0000026629|obs_0000014125,,
Mehrkornschnitten,Rewe Beste Wahl,"€ 1,49",,"1 kg = 2,98","1 kg = 2,98",je 500-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_155.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,BLS-C492000,ref_000038,,,,x
2in1 Classic,Jacobs,"€ 1,99",,"1 kg = 16,05","1 kg = 16,05",je 124-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_154.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000039,obs_0000031336|obs_0000029354|obs_0000032658|obs_0000030704|obs_0000025668|obs_0000028751|obs_0000001628|obs_0000001643|obs_0000020596|obs_0000015018|obs_0000026884|obs_0000011543|obs_0000024877|obs_0000035101|obs_0000034649|obs_0000021415|obs_0000031658,obs_0000031314|obs_0000031336|obs_0000029354|obs_0000029361|obs_0000032651|obs_0000032658|obs_0000030694|obs_0000030704,,
Panificio Wurzelbrot Walnuss,Keine Marke,"€ 1,79",,"1 kg = 5,11","1 kg = 5,11",je 350-g-Btl.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_153.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000040,obs_0000032055|obs_0000006778,obs_0000032055,,
Flotte Biene Blütenhonig,Langnese,"€ 2,99",,"1 kg = 11,96","1 kg = 11,96","versch. Sorten, je 250-g-Fl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_152.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000041,obs_0000030337|obs_0000002966|obs_0000013110|obs_0000015439|obs_0000017371|obs_0000024043,obs_0000030337|obs_0000002966|obs_0000010136|obs_0000014875|obs_0000011941,x,
Bio-Kräutertee,Teekanne,"€ 2,29",,"1 kg = 74,84","1 kg = 74,84","Träum schön, je 30,6-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_158.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000042,obs_0000032880|obs_0000000486|obs_0000009166|obs_0000009648|obs_0000026464|obs_0000003225|obs_0000028523|obs_0000028638|obs_0000004226|obs_0000004653|obs_0000005080|obs_0000026150|obs_0000002412|obs_0000003001|obs_0000003234,obs_0000032880|obs_0000000486|obs_0000009166|obs_0000009648|obs_0000026464|obs_0000003225|obs_0000028523|obs_0000028638|obs_0000004226|obs_0000004653|obs_0000005080,,
Frühstücks-Konfitüre,Zentis,"€ 1,49",,"1 kg = 6,48","1 kg = 6,48","versch. Sorten, je 230-g-Glas",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_151.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000043,obs_0000006832|obs_0000029031|obs_0000005754|obs_0000028974|obs_0000000136|obs_0000008202|obs_0000013749|obs_0000026193|obs_0000014805|obs_0000016124,obs_0000028974|obs_0000006832|obs_0000029031|obs_0000005754,x,
Haferflocken,Kölln,"€ 1,19",,"1 kg = 2,38","1 kg = 2,38","versch. Sorten, je 500-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_149.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,BLS-C133000,ref_000044,obs_0000029717|obs_0000029967|obs_0000015879|obs_0000002858|obs_0000015658|obs_0000026414|obs_0000002998|obs_0000008132|obs_0000010710|obs_0000011097|obs_0000013032,obs_0000015879|obs_0000029967|obs_0000029717|obs_0000002858|obs_0000026414|obs_0000002998|obs_0000008132|obs_0000011097|obs_0000013032,x,
3in1 Classic,Jacobs,"€ 1,99",,"1 kg = 16,58","1 kg = 16,58",je 120-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_148.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000045,obs_0000031314|obs_0000031857|obs_0000029361|obs_0000032651|obs_0000030694|obs_0000025668|obs_0000028751|obs_0000001628|obs_0000001643|obs_0000020596|obs_0000015018|obs_0000026884|obs_0000011543|obs_0000024877|obs_0000035101|obs_0000034649|obs_0000021415|obs_0000031658,obs_0000031314|obs_0000031336|obs_0000029354|obs_0000029361|obs_0000032651|obs_0000032658|obs_0000030694|obs_0000030704,,
Espresso Concentrate,Nescafé,"€ 4,49",,"1 l = 8,98","1 l = 8,98","versch. Sorten, je 0,5-l-Fl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_146.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000046,,,,x
Qualita Rossa,Lavazza,"€ 15,99",,"pro Einheit = 15,99","pro Einheit = 15,99","ganze Bohnen, je 1000-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_145.jpg,cat_grundnahrung,bamberg,,,ref_000047,obs_0000028346,obs_0000028346,,
Kaffee Classic,Dallmayr,"€ 6,99",,"1 kg = 13,98","1 kg = 13,98","gemahlener Bohnenkaffee, je 500-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_144.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000048,obs_0000027412|obs_0000014364|obs_0000001628|obs_0000015018|obs_0000011543|obs_0000024909|obs_0000001037|obs_0000001672|obs_0000001183|obs_0000029366|obs_0000031999|obs_0000000849|obs_0000012856|obs_0000025668|obs_0000028751|obs_0000012375|obs_0000001643|obs_0000020596|obs_0000011954|obs_0000014593|obs_0000026884|obs_0000024877|obs_0000035101|obs_0000034649|obs_0000013724|obs_0000021415|obs_0000031658|obs_0000015279|obs_0000010719|obs_0000022517,obs_0000014364|obs_0000029366|obs_0000031999,,
Mymuesli,mymuesli,"€ 5,99",,"1 kg = 11,98","1 kg = 11,98","versch. Sorten, je 500-g-Dose",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_150.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000049,,,x,
Bayreuther Hell,Keine Marke,"€ 14,99",,"1 l = 1,50","1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_212.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000050,obs_0000028174|obs_0000030242|obs_0000029985|obs_0000006027|obs_0000034226|obs_0000032722|obs_0000034841|obs_0000006711|obs_0000009785|obs_0000031386|obs_0000034475|obs_0000005811|obs_0000034487|obs_0000009915|obs_0000027350|obs_0000011994|obs_0000006377|obs_0000035038|obs_0000010541|obs_0000014654|obs_0000028550|obs_0000008658|obs_0000028667|obs_0000007680,obs_0000028174|obs_0000030242|obs_0000029985|obs_0000010541|obs_0000006027|obs_0000034226|obs_0000032722,,
Bio Bierstange,Naturland,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49",je 1-St.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_159.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_whole_food",bamberg,,BLS-F603100,ref_000051,,,,
Classic Pasta,Barilla,"€ 0,99",,"1 kg = 1,98","1 kg = 1,98","versch. Ausformungen, je 500-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_161.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_ultra_processed",bamberg,,,ref_000052,obs_0000015874|obs_0000011935|obs_0000009660|obs_0000010706|obs_0000008149|obs_0000009176|obs_0000018196|obs_0000019845|obs_0000025518|obs_0000016866|obs_0000032414|obs_0000029671|obs_0000020003|obs_0000035104|obs_0000028733|obs_0000025668|obs_0000022097|obs_0000028751|obs_0000001628|obs_0000002663|obs_0000001643|obs_0000034419|obs_0000020596|obs_0000015018|obs_0000017082|obs_0000021187|obs_0000034026|obs_0000034649|obs_0000026884|obs_0000026899|obs_0000018708|obs_0000016662|obs_0000011543|obs_0000024877|obs_0000035101|obs_0000011092|obs_0000014165|obs_0000028496|obs_0000019293|obs_0000020368|obs_0000021415|obs_0000031658|obs_0000028607|obs_0000018893|obs_0000017359,obs_0000015874|obs_0000011935|obs_0000032414|obs_0000010706|obs_0000029671,,
Namdong Chicken Jjigae,Keine Marke,"€ 0,99",,"1 kg = 11,79","1 kg = 11,79","K-Noodles, je 84-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_175.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_gefluegel,sub_tk_fertiggerichte,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000053,obs_0000031030|obs_0000023578,,,
Knödel,Pfanni,"€ 1,49",,"1 kg = 7,45","1 kg = 7,45","versch. Sorten, je 200-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_174.jpg,"cat_grundnahrung,diet_vegetarian,sub_kartoffeln,tag_ultra_processed",bamberg,,BLS-X985162,ref_000054,obs_0000034190|obs_0000027214|obs_0000034892|obs_0000033816|obs_0000001965|obs_0000013746|obs_0000001046|obs_0000015535|obs_0000000850|obs_0000029305|obs_0000022807|obs_0000006822|obs_0000032490,obs_0000034190|obs_0000027214|obs_0000034892|obs_0000029305,,
Bio Dijon Senf,Löwensenf,"€ 1,29",,"1 l = 5,16","1 l = 5,16",je 250-ml-Glas,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_173.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000055,obs_0000028473|obs_0000031812,,x,
Gemüse Brühe,Maggi,"€ 1,59",,"pro Einheit = 1,59","pro Einheit = 1,59","ausreichend für 8,4 Liter, je 1-gl-as",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_171.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_tk_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,BLS-X416243,ref_000056,obs_0000014561|obs_0000030015|obs_0000030660|obs_0000012813|obs_0000018942|obs_0000017491|obs_0000033909|obs_0000011900|obs_0000014506|obs_0000025597|obs_0000011055|obs_0000018735|obs_0000016753|obs_0000010642|obs_0000015818|obs_0000014837,obs_0000030015|obs_0000030660,,
Spreelinge Gewürzgurken,Spreewaldhof,"€ 1,69",,"1 kg = 4,69","1 kg = 4,69","je 670-g-Glas, 360 g Abtropfgewicht",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_170.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,,ref_000057,obs_0000030688|obs_0000027912|obs_0000028552|obs_0000033813|obs_0000028669,obs_0000027912|obs_0000030688,x,
Pesto Rosso,Barilla,"€ 1,99",,"1 kg = 9,95","1 kg = 9,95",je 200-g-Glas,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_160.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_ultra_processed",bamberg,,BLS-X3A7010,ref_000058,obs_0000025099|obs_0000003675|obs_0000018607|obs_0000023299|obs_0000014195|obs_0000015289|obs_0000015872|obs_0000030712|obs_0000001549|obs_0000020017|obs_0000002694|obs_0000000146|obs_0000016639|obs_0000011527|obs_0000019219|obs_0000011089|obs_0000019945,obs_0000030712,,
Schlemmersauce,Knorr,"€ 0,99",,"1 l = 3,96","1 l = 3,96","versch. Sorten, je 250-ml-Fl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_169.jpg,"cat_grundnahrung,tag_ultra_processed",bamberg,,,ref_000059,obs_0000031288|obs_0000007951|obs_0000032486,obs_0000007951|obs_0000031288|obs_0000032486,,
Les Sauces Hollandaise,Thomy,"€ 0,99",,"1 l = 3,30","1 l = 3,30","versch. Sorten, je 300-ml-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_167.jpg,"cat_grundnahrung,diet_vegetarian",bamberg,,,ref_000060,obs_0000018928|obs_0000010516|obs_0000008664|obs_0000032004|obs_0000032678|obs_0000031332|obs_0000030715|obs_0000006820|obs_0000005925,obs_0000032004|obs_0000032678|obs_0000015434|obs_0000031332|obs_0000018928|obs_0000030715,,
Spaghetteria Pasta Spinaci Käse,Knorr,"€ 1,49",,"1 kg = 8,37","1 kg = 8,37",je 178-g-Btl.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_166.jpg,"cat_grundnahrung,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_nudeln",bamberg,,,ref_000061,obs_0000031020|obs_0000031698|obs_0000029018|obs_0000030717|obs_0000035104|obs_0000028733|obs_0000026899|obs_0000018708|obs_0000016662|obs_0000006457|obs_0000010631|obs_0000018893|obs_0000016866|obs_0000002663|obs_0000008883|obs_0000017082|obs_0000021187|obs_0000011092|obs_0000019293|obs_0000025518|obs_0000017359|obs_0000034026|obs_0000019845|obs_0000020003|obs_0000022097|obs_0000034419|obs_0000018196|obs_0000028496|obs_0000014165|obs_0000020368|obs_0000028607,obs_0000031020|obs_0000029018|obs_0000031698|obs_0000030717,,
Delikatess Sauce,Maggi,"€ 0,79",,"pro Einheit = 0,79","pro Einheit = 0,79","versch. Sorten, ausreichend für 2 x 0,25 Liter, je 1-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_164.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000062,obs_0000031675|obs_0000007185|obs_0000007367|obs_0000032000|obs_0000005558|obs_0000013386|obs_0000034889|obs_0000011915|obs_0000010474|obs_0000008982,obs_0000017954|obs_0000031874|obs_0000022221|obs_0000032000|obs_0000031675,,
Tomatenmark,Oro Di Parma,"€ 1,29",,"1 kg = 6,45","1 kg = 6,45","3-fach konzentriert, je 200-g-Tube",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_163.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,,ref_000063,obs_0000007374|obs_0000032115|obs_0000001993|obs_0000031310|obs_0000032475|obs_0000008847|obs_0000008475|obs_0000014153|obs_0000032116|obs_0000000539|obs_0000013455|obs_0000011066|obs_0000008099,obs_0000031310|obs_0000007374|obs_0000032475|obs_0000032115|obs_0000001993,x,
Pasta Spezialitäten Collezione oder Al Bronzo,Barilla,"€ 1,69",,"1 kg = 3,38","1 kg = 3,38","versch. Ausformungen, je 500-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_162.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_nudeln,tag_ultra_processed",bamberg,,,ref_000064,obs_0000013138|obs_0000029308|obs_0000032415|obs_0000032236|obs_0000030713|obs_0000015436|obs_0000005176|obs_0000014389|obs_0000034219|obs_0000002845|obs_0000002962|obs_0000010325|obs_0000018196|obs_0000019845|obs_0000025518|obs_0000016866,obs_0000029308|obs_0000032415|obs_0000032236|obs_0000030713,,
Passierte Tomaten,Pomito,"€ 0,99",,"1 kg = 1,98","1 kg = 1,98",je 500-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_168.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,,ref_000065,obs_0000023181|obs_0000013331|obs_0000028468|obs_0000028214|obs_0000027890|obs_0000030784|obs_0000029636|obs_0000010073|obs_0000026278|obs_0000026407|obs_0000019909|obs_0000034023,,x,
Chili Con Quinoa,Frosta,"€ 3,29",,"1 kg = 6,58","1 kg = 6,58","tiefgefroren, je 500-g-Btl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_143.jpg,"cat_tiefkuehl,sub_nudeln,sub_tk_fertiggerichte,tag_ultra_processed",bamberg,,,ref_000066,obs_0000035013,,,
Kulmbacher Edelherb,Keine Marke,"€ 10,99",,"1 l = 1,10","1 l = 1,10","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_213.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_whole_food",bamberg,,,ref_000067,obs_0000030401|obs_0000029760|obs_0000014657|obs_0000028328|obs_0000027498|obs_0000011149,obs_0000030401|obs_0000014657|obs_0000028328|obs_0000027498|obs_0000011149|obs_0000029760,,
Münchner Hell,Paulaner,"€ 13,99",,"1 l = 1,40","1 l = 1,40","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_215.jpg,"cat_getraenke,tag_ultra_processed",bamberg,,,ref_000068,obs_0000035040|obs_0000035050|obs_0000012642|obs_0000013313|obs_0000033822|obs_0000028250|obs_0000015504|obs_0000034636|obs_0000010094|obs_0000003504|obs_0000005646|obs_0000030393|obs_0000030402|obs_0000029407|obs_0000006908|obs_0000029993|obs_0000029045|obs_0000031617|obs_0000034841|obs_0000009785|obs_0000031386|obs_0000034475|obs_0000034487|obs_0000009915|obs_0000027350|obs_0000011994|obs_0000006377|obs_0000035038|obs_0000010541|obs_0000014654|obs_0000028550|obs_0000008658|obs_0000028667|obs_0000029258,obs_0000013313|obs_0000005646|obs_0000033822|obs_0000028250|obs_0000015504|obs_0000030402|obs_0000029407|obs_0000035040|obs_0000006908|obs_0000035050|obs_0000029993|obs_0000034636|obs_0000012642|obs_0000010094|obs_0000003504,,
Megaperls,Weißer Riese,"€ 3,49",,"pro Einheit = 0,21","pro Einheit = 0,21",je 17-WL-Btl.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_252.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000069,obs_0000031050|obs_0000032775|obs_0000029402|obs_0000034258,obs_0000031050|obs_0000034258,x,
frei von Gnocchi Glutenfrei,REWE,"€ 1,49",,"1 kg = 3,73","1 kg = 3,73",je 400-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_253.jpg,"cat_drogerie,diet_vegetarian,sub_kartoffeln",bamberg,,,ref_000070,obs_0000004877|obs_0000012829|obs_0000027805|obs_0000004023|obs_0000034976|obs_0000010940|obs_0000034386|obs_0000000344|obs_0000013663|obs_0000004450|obs_0000014820|obs_0000008809|obs_0000011501|obs_0000003072,,,
All in 1 Pods,Ariel,"€ 4,99",,"pro Einheit = 0,33","pro Einheit = 0,33",je 15-WL-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_254.jpg,cat_drogerie,bamberg,,,ref_000071,obs_0000028287|obs_0000030722|obs_0000029740|obs_0000031669,obs_0000028287,,
frei von Softwaffeln Glutenfrei Laktosefrei,REWE,"€ 1,59",,"1 kg = 15,90","1 kg = 15,90",je 100-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_255.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000072,obs_0000031882,,,
Universal 4 in 1 Discs,Persil,"€ 18,99",,"pro Einheit = 0,25","pro Einheit = 0,25",je 76-WL-Btl.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_256.jpg,cat_drogerie,bamberg,,,ref_000073,obs_0000002834|obs_0000002909|obs_0000029057|obs_0000030083|obs_0000035079,obs_0000002834|obs_0000002909|obs_0000029057|obs_0000030083,,
oder Aronal Zahncreme,elmex,"€ 7,59",,"1 l = 50,60","1 l = 50,60",je 75-ml-Tuben-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_257.jpg,"cat_drogerie,diet_lactose_free,diet_vegan",bamberg,,,ref_000074,obs_0000028191|obs_0000008315|obs_0000027360|obs_0000012024|obs_0000012467|obs_0000012899|obs_0000022872|obs_0000015114|obs_0000031914,,x,
frei von Spaghetti oder Fusilli Glutenfrei,REWE,"€ 1,29",,"1 kg = 2,58","1 kg = 2,58",je 500-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_258.jpg,"cat_drogerie,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln",bamberg,,,ref_000075,obs_0000004359|obs_0000000287|obs_0000004786|obs_0000020032|obs_0000034624|obs_0000003932|obs_0000020851,,,
frei von Laugenstangen Glutenfrei Laktosefrei,REWE,"€ 1,69",,"1 kg = 11,27","1 kg = 11,27",je 150-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_259.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegetarian",bamberg,,,ref_000076,,,,
